Locus.Tag,Gene.Name,Protein.Code,Protein.Product
NCAV_1286,NCAV_1286,A0A2K5AS28,Sec-independent protein secretion pathway component
NCAV_1706,pstB,A0A2K5ATB6,Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)
NCAV_1128,NCAV_1128,A0A2K5ART1,TrmB domain-containing protein
NCAV_1098,IARS,A0A2K5ARM7,Isoleucine--tRNA ligase (EC 6.1.1.5)
NCAV_0847,NCAV_0847,A0A2K5AQX1,Uncharacterized protein
NCAV_1550,NCAV_1550,A0A2K5AST9,Methylated-DNA--[protein]-cysteine S-methyltransferase (EC 2.1.1.63)
NCAV_1410,NCAV_1410,A0A2K5ASE8,Lysine biosynthesis protein LysW
NCAV_1094,NCAV_1094,A0A2K5ARJ3,Putative Xanthine phosphoribosyltransferase (EC 2.4.2.22)
NCAV_0279,NCAV_0279,A0A2K5APA6,TENA/THI-4 domain protein
NCAV_0479,NCAV_0479,A0A2K5APV0,Predicted RNA-binging protein
NCAV_0746,aspS,A0A2K5AQN7,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)
NCAV_1151,NCAV_1151,A0A2K5ARQ2,Uncharacterized protein
NCAV_0372,NCAV_0372,A0A2K5APK0,Uncharacterized protein
NCAV_0940,hmtA,A0A2K5AR63,DNA-binding protein HMt-1.2
NCAV_1086,NCAV_1086,A0A2K5ARI6,EFP_N domain-containing protein
NCAV_0817,rps8p,A0A2K5AQT9,30S ribosomal protein S8
NCAV_0363,NCAV_0363,A0A2K5APL5,DNA-directed RNA polymerase (EC 2.7.7.6)
NCAV_0397,NCAV_0397,A0A2K5APL4,Cation diffusion facilitator family transporter
NCAV_0997,NCAV_0997,A0A2K5ARF1,Uncharacterized protein
NCAV_0810,NCAV_0810,A0A2K5AQW0,M20_dimer domain-containing protein
NCAV_0857,nadA,A0A2K5AR05,Quinolinate synthase A (EC 2.5.1.72)
NCAV_1326,NCAV_1326,A0A2K5AS78,Uncharacterized protein
NCAV_1574,NCAV_1574,A0A2K5ASZ5,HTH_45 domain-containing protein
NCAV_0592,NCAV_0592,A0A2K5AQ81,Uncharacterized protein
NCAV_0051,ribB,A0A2K5ANM9,"3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)"
NCAV_0526,NCAV_0526,A0A2K5AQ39,FeS_assembly_P domain-containing protein
NCAV_0752,NCAV_0752,A0A2K5AQL1,Uncharacterized protein
NCAV_1389,NCAV_1389,A0A2K5ASD9,Nucleotidyl-transferase
NCAV_1022,NCAV_1022,A0A2K5ARG9,Uncharacterized protein
NCAV_0744,NCAV_0744,A0A2K5AQM0,Uncharacterized protein
NCAV_1442,NCAV_1442,A0A2K5ASH5,Transposase
NCAV_0691,NCAV_0691,A0A2K5AQE4,Uncharacterized protein
NCAV_0376,NCAV_0376,A0A2K5APK9,Radical SAM protein
NCAV_1012,NCAV_1012,A0A2K5ARG4,Uncharacterized protein
NCAV_0036,NCAV_0036,A0A2K5ANL5,Hemerythrin domain-containing protein
NCAV_0387,aroE,A0A2K5APK2,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)
NCAV_0435,NCAV_0435,A0A2K5APU5,"Putative ATPase, PilT family"
NCAV_1586,coxB,A0A2K5ASZ2,Putative heme-copper oxidase subunit II (EC 1.9.3.1)
NCAV_1030,NCAV_1030,A0A2K5ARF4,Uncharacterized protein
NCAV_0983,NCAV_0983,A0A2K5AR80,Uncharacterized protein
NCAV_1166,ilvD,A0A2K5ARQ3,Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)
NCAV_1591,NCAV_1591,A0A2K5ASX5,Aminotransferase (EC 2.6.1.-)
NCAV_1512,rpoN,A0A2K5ASQ6,DNA-directed RNA polymerase subunit N (EC 2.7.7.6)
NCAV_0917,NCAV_0917,A0A2K5AR66,Uncharacterized protein
NCAV_0172,NCAV_0172,A0A2K5AP05,Acylphosphatase (EC 3.6.1.7)
NCAV_0285,mntA,A0A2K5APE1,"ABC uptake transporter, substrate-binding protein"
NCAV_1356,cheB,A0A2K5ASA8,Chemotaxis response regulator protein-glutamate methylesterase (EC 3.1.1.61)
NCAV_0503,NCAV_0503,A0A2K5APX4,Cell division cycle protein 48 homolog AF_1297
NCAV_0773,secG,A0A2K5AQR3,Preprotein translocase subunit SecG
NCAV_0008,tmk,A0A2K5ANI5,Probable thymidylate kinase (EC 2.7.4.9) (dTMP kinase)
NCAV_0743,purP,A0A2K5AQN3,5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase (EC 6.3.4.23) (5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'-monophosphate--formate ligase)
NCAV_0193,NCAV_0193,A0A2K5AP28,Uncharacterized protein
NCAV_1033,NCAV_1033,A0A2K5ARC9,Uncharacterized protein
NCAV_0510,NCAV_0510,A0A2K5APX9,Uncharacterized protein
NCAV_0523,sdhC,A0A2K5APZ3,Putative succinate dehydrogenase/fumarate reductase (EC 1.-.-.-)
NCAV_0688,NCAV_0688,A0A2K5AQJ2,NADH:ubiquinone oxidoreductase chain I-like protein
NCAV_0559,rpl24e,A0A2K5AQ36,50S ribosomal protein L24e
NCAV_1234,leuA,A0A2K5ARX9,Putative 2-isopropylmalate synthase (EC 2.3.3.13)
NCAV_0918,NCAV_0918,A0A2K5AR28,Uncharacterized protein
NCAV_0027,NCAV_0027,A0A2K5ANK5,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
NCAV_0552,NCAV_0552,A0A2K5AQ44,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase (EC 3.2.2.-) (EC 4.2.99.18)
NCAV_0436,NCAV_0436,A0A2K5APR0,Aspartate kinase
NCAV_1614,etfB,A0A2K5AT20,"Putative electron transfer flavoprotein, subunit beta"
NCAV_0063,NCAV_0063,A0A2K5ANQ0,Uncharacterized protein
NCAV_1758,NCAV_1758,A0A2K5ATG9,"Putative ATPase, PP-loop superfamily"
NCAV_1727,NCAV_1727,A0A2K5ATC6,Uncharacterized protein
NCAV_1263,NCAV_1263,A0A2K5AS11,Thiamine_BP domain-containing protein
NCAV_1375,NCAV_1375,A0A2K5ASC5,Uncharacterized protein
NCAV_0600,NCAV_0600,A0A2K5AQ62,Uncharacterized protein
NCAV_0842,purL,A0A2K5AQV0,Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)
NCAV_0346,NCAV_0346,A0A2K5API1,PINc domain-containing protein
NCAV_1105,NCAV_1105,A0A2K5ARJ5,Uncharacterized protein
NCAV_0872,rfcS,A0A2K5AR24,Clamp loader small subunit (Replication factor C small subunit)
NCAV_0091,copA,A0A2K5ANR8,Copper-exporting P-type ATPase (EC 3.6.3.54)
NCAV_0153,NCAV_0153,A0A2K5ANY6,Uncharacterized protein
NCAV_0121,priA,A0A2K5ANV2,DNA primase small subunit PriS (EC 2.7.7.-)
NCAV_1514,rps2p,A0A2K5ASQ9,30S ribosomal protein S2p
NCAV_1081,NCAV_1081,A0A2K5ARI7,Uncharacterized protein
NCAV_1360,NCAV_1360,A0A2K5AS95,Putative methyl-accepting chemotaxis protein
NCAV_1595,NCAV_1595,A0A2K5AT15,Putative MtN3 (Sweet) Family transporter
NCAV_1173,fumC,A0A2K5ARQ9,Putative fumarate hydratase
NCAV_1127,ubiX,A0A2K5ARM4,Flavin prenyltransferase UbiX (EC 2.5.1.129)
NCAV_0084,NCAV_0084,A0A2K5ANS3,Uncharacterized protein
NCAV_0345,NCAV_0345,A0A2K5APK3,SpoVT-AbrB domain-containing protein
NCAV_1730,NCAV_1730,A0A2K5ATC8,Putative methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (MTNA-like protein) (aMTNA) (S-methyl-5-thioribose-1-phosphate isomerase)
NCAV_1184,NCAV_1184,A0A2K5ARS1,Uncharacterized protein
NCAV_0160,NCAV_0160,A0A2K5ANZ2,Putative myo-inositol-1-phosphate synthase
NCAV_1435,NCAV_1435,A0A2K5ASI7,Uncharacterized protein
NCAV_1747,NCAV_1747,A0A2K5ATD9,Uncharacterized protein
NCAV_1310,NCAV_1310,A0A2K5AS48,FAD-binding FR-type domain-containing protein
NCAV_0677,NCAV_0677,A0A2K5AQC5,Putative Glycerate 2-kinase (EC 2.7.1.165)
NCAV_0122,NCAV_0122,A0A2K5ANV6,Uncharacterized protein
NCAV_1180,NCAV_1180,A0A2K5ART8,Uncharacterized protein
NCAV_1017,NCAV_1017,A0A2K5ARH3,Uncharacterized protein
NCAV_1114,NCAV_1114,A0A2K5ARL3,Acetate--CoA ligase (ADP-forming) (EC 6.2.1.13)
NCAV_1181,NCAV_1181,A0A2K5ARR9,Uncharacterized protein
NCAV_0590,NCAV_0590,A0A2K5AQ56,Uncharacterized protein
NCAV_1478,NCAV_1478,A0A2K5ASQ5,Uncharacterized protein
NCAV_0408,NCAV_0408,A0A2K5APN2,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)
NCAV_1486,NCAV_1486,A0A2K5ASM8,Uncharacterized protein
NCAV_0425,NCAV_0425,A0A2K5APT5,Uncharacterized protein
NCAV_0984,NCAV_0984,A0A2K5AR78,Uncharacterized protein
NCAV_1485,NCAV_1485,A0A2K5ASN8,Uncharacterized protein
NCAV_1353,hcs,A0A2K5ASC4,Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
NCAV_1371,flaB,A0A2K5ASC1,Flagellin
NCAV_0793,ppdK,A0A2K5AQT5,"Pyruvate, phosphate dikinase (EC 2.7.9.1)"
NCAV_1254,argG,A0A2K5AS00,Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)
NCAV_1693,NCAV_1693,A0A2K5AT82,Precorrin-3B methylase
NCAV_1107,NCAV_1107,A0A2K5ARR3,Archaeal/vacuolar-type H+-ATPase subunit F (EC 4.2.1.20)
NCAV_1111,NCAV_1111,A0A2K5ARM1,Topoisomerase
NCAV_0413,NCAV_0413,A0A2K5APR8,tRNA methyltransferase
NCAV_1684,NCAV_1684,A0A2K5AT92,Uncharacterized protein
NCAV_1228,oppD,A0A2K5ARY7,Oligopeptide transporter subunit ATP-binding component of ABC superfamily
NCAV_0709,NCAV_0709,A0A2K5AQH6,Uncharacterized protein
NCAV_1618,NCAV_1618,A0A2K5AT22,AIRC domain-containing protein
NCAV_0439,NCAV_0439,A0A2K5APR2,Thioredox_DsbH domain-containing protein
NCAV_1092,mqnC,A0A2K5ARN7,Cyclic dehypoxanthine futalosine synthase (Cyclic DHFL synthase) (EC 1.21.98.1) (Dehypoxanthine futalosine cyclase) (DHFL cyclase) (Menaquinone biosynthetic enzyme MqnC)
NCAV_0599,NCAV_0599,A0A2K5AQ72,NTP_transferase domain-containing protein
NCAV_1242,NCAV_1242,A0A2K5AS13,Uncharacterized protein
NCAV_1288,NCAV_1288,A0A2K5AS47,Uncharacterized protein
NCAV_0759,NCAV_0759,A0A2K5AQM4,Blue (Type1) copper domain-containing protein
NCAV_0635,NCAV_0635,A0A2K5AQ89,Uncharacterized protein
NCAV_0955,NCAV_0955,A0A2K5AR59,Usp domain-containing protein
NCAV_0750,gatB,A0A2K5AQK2,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)
NCAV_1563,ftsY,A0A2K5ASV4,Signal recognition particle receptor FtsY (SRP receptor)
NCAV_1787,NCAV_1787,A0A2K5ATH9,Thioredoxin domain-containing protein
NCAV_0674,NCAV_0674,A0A2K5AQF6,Cas_Cas4 domain-containing protein
NCAV_0106,NCAV_0106,A0A2K5ANT6,Uncharacterized protein
NCAV_1520,gltX,A0A2K5ASR1,Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)
NCAV_1692,NCAV_1692,A0A2K5AT95,Putative F420-dependent oxidoreductase
NCAV_1428,NCAV_1428,A0A2K5ASL4,Uncharacterized protein
NCAV_1075,NCAV_1075,A0A2K5ARG7,Uncharacterized protein
NCAV_1711,acyP,A0A2K5ATE2,Acylphosphatase (EC 3.6.1.7)
NCAV_1547,spt,A0A2K5AST8,Transcription elongation factor Spt5
NCAV_0930,NCAV_0930,A0A2K5AR57,Uncharacterized protein
NCAV_0034,NCAV_0034,A0A2K5ANM3,Uncharacterized protein
NCAV_1118,NCAV_1118,A0A2K5ARP6,Non-specific serine/threonine protein kinase (EC 2.7.11.1)
NCAV_0651,NCAV_0651,A0A2K5AQD5,Uncharacterized protein
NCAV_0212,NCAV_0212,A0A2K5AP50,Uncharacterized protein
NCAV_0302,NCAV_0302,A0A2K5APC6,Uncharacterized protein
NCAV_1372,NCAV_1372,A0A2K5ASA9,Fe-S oxidoreductase
NCAV_0601,NCAV_0601,A0A2K5AQ98,Uncharacterized protein
NCAV_0717,NCAV_0717,A0A2K5AQF8,Non-specific serine/threonine protein kinase (EC 2.7.11.1)
NCAV_0652,NCAV_0652,A0A2K5AQD0,Uncharacterized protein
NCAV_0365,rpl13p,A0A2K5APM1,50S ribosomal protein L13
NCAV_1145,NCAV_1145,A0A2K5ARP2,Uncharacterized protein
NCAV_0166,NCAV_0166,A0A2K5ANZ5,"Putative transcriptional regulator, AsnC family"
NCAV_0761,trpB,A0A2K5AQK9,Tryptophan synthase beta chain (EC 4.2.1.20)
NCAV_0401,rpoK,A0A2K5APM6,DNA-directed RNA polymerase subunit K (EC 2.7.7.6)
NCAV_1531,NCAV_1531,A0A2K5ASS1,Uncharacterized protein
NCAV_0767,tfb,A0A2K5AQL4,Transcription initiation factor IIB (TFIIB)
NCAV_1635,eif2g,A0A2K5AT16,Protein-synthesizing GTPase (EC 3.6.5.3)
NCAV_1203,dbh,A0A2K5ARU0,DNA polymerase IV (Pol IV) (EC 2.7.7.7)
NCAV_0672,nrgA,A0A2K5AQD1,Ammonium transporter
NCAV_1325,NCAV_1325,A0A2K5AS70,Uncharacterized protein
NCAV_1735,NCAV_1735,A0A2K5ATC0,Transcriptional regulator
NCAV_1104,NCAV_1104,A0A2K5ARK3,DNA helicase (EC 3.6.4.12)
NCAV_0326,NCAV_0326,A0A2K5APG4,Uncharacterized protein
NCAV_1645,cbiD,A0A2K5AT27,Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)
NCAV_0845,NCAV_0845,A0A2K5AQU8,Flavin nucleotide binding protein
NCAV_1046,NCAV_1046,A0A2K5ARE6,Uncharacterized protein
NCAV_1323,NCAV_1323,A0A2K5AS98,Uncharacterized protein
NCAV_0727,NCAV_0727,A0A2K5AQG7,Uncharacterized protein
NCAV_1440,NCAV_1440,A0A2K5ASH8,Carboxymuconolactone decarboxylase family protein
NCAV_0778,NCAV_0778,A0A2K5AQT1,Uncharacterized protein
NCAV_1643,NCAV_1643,A0A2K5AT39,Putative cobalamin (Vitamin B12) biosynthesis CbiX protein
NCAV_1342,NCAV_1342,A0A2K5AS80,Uncharacterized protein
NCAV_1776,NCAV_1776,A0A2K5ATJ0,Uncharacterized protein
NCAV_0865,NCAV_0865,A0A2K5AQW2,Uncharacterized protein
NCAV_1376,acs,A0A2K5ASC7,Acetyl-coenzyme A synthetase (EC 6.2.1.1)
NCAV_1267,NCAV_1267,A0A2K5AS55,Uncharacterized protein
NCAV_0467,NCAV_0467,A0A2K5APT7,"Putative 1,4-dihydroxy-2-naphthoate octaprenyltransferase"
NCAV_0463,NCAV_0463,A0A2K5APX1,Uncharacterized protein
NCAV_1368,flaF,A0A2K5ASF8,Putative flagellar protein FlaF
NCAV_1657,NCAV_1657,A0A2K5AT46,Uncharacterized protein
NCAV_0539,NCAV_0539,A0A2K5AQ15,Uncharacterized protein
NCAV_1629,NCAV_1629,A0A2K5AT24,C2H2-type domain-containing protein
NCAV_1382,NCAV_1382,A0A2K5ASB6,Integrase
NCAV_0483,NCAV_0483,A0A2K5APV7,Uncharacterized protein
NCAV_0946,NCAV_0946,A0A2K5AR45,Putative CoA-binding domain protein
NCAV_1565,NCAV_1565,A0A2K5ASV1,Glutaredoxin
NCAV_1303,NCAV_1303,A0A2K5AS43,Uncharacterized protein
NCAV_1634,NCAV_1634,A0A2K5AT41,Uncharacterized protein
NCAV_1768,NCAV_1768,A0A2K5ATI3,Uncharacterized protein
NCAV_1138,NCAV_1138,A0A2K5ARN4,Uncharacterized protein
NCAV_0571,NCAV_0571,A0A2K5AQ67,Uncharacterized protein
NCAV_1606,accB,A0A2K5AT25,"Acetyl-CoA/ propionyl-CoA carboxylase, carboxyltransferase subunit (EC 6.4.1.3)"
NCAV_0423,NCAV_0423,A0A2K5APT1,Uncharacterized protein
NCAV_0876,NCAV_0876,A0A2K5AQX5,Putative NADH dehydrogenase/NAD(P)H nitroreductase AF_0226 (EC 1.-.-.-)
NCAV_0687,NCAV_0687,A0A2K5AQD4,Uncharacterized protein
NCAV_1297,NCAV_1297,A0A2K5AS81,Uncharacterized protein
NCAV_0274,nuoL,A0A2K5APA1,NADH-quinone oxidoreductase subunit L (EC 1.6.5.11)
NCAV_0892,NCAV_0892,A0A2K5AR47,Uncharacterized protein
NCAV_0830,rpl23p,A0A2K5AQR8,50S ribosomal protein L23p
NCAV_0844,purS,A0A2K5AQU2,Phosphoribosylformylglycinamidine synthase subunit PurS (EC 6.3.5.3)
NCAV_1437,NCAV_1437,A0A2K5ASI2,Uncharacterized protein
NCAV_0507,pth,A0A2K5APX8,Aminoacyl-tRNA hydrolase (EC 3.1.1.29)
NCAV_0026,pepQ,A0A2K5ANK2,Putative creatinase (EC 3.4.13.9) (EC 3.5.3.3)
NCAV_1064,NCAV_1064,A0A2K5ARF8,Uncharacterized protein
NCAV_1182,NCAV_1182,A0A2K5ARW3,Uncharacterized protein
NCAV_0619,NCAV_0619,A0A2K5AQ94,Methylenetetrahydrofolate reductase (NAD(P)H) (EC 1.5.1.20)
NCAV_0486,NCAV_0486,A0A2K5APZ8,Uncharacterized protein
NCAV_1597,rocA,A0A2K5AT02,1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)
NCAV_0187,NCAV_0187,A0A2K5AP30,Putative Surface associated S-layer protein
NCAV_1639,eIf-2a,A0A2K5AT31,"Translation initiation factor 2, subunit alpha"
NCAV_0971,folD,A0A2K5AR72,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]
NCAV_0009,NCAV_0009,A0A2K5ANN2,Serine/threonine protein phosphatase pp2a catalytic subunit
NCAV_0911,NCAV_0911,A0A2K5AR07,Uncharacterized protein
NCAV_1714,rpl2p,A0A2K5ATB7,50S ribosomal protein L2
NCAV_0262,glmS,A0A2K5APB5,Glutamine--fructose-6-phosphate transaminase (isomerizing) (EC 2.6.1.16)
NCAV_0199,NCAV_0199,A0A2K5AP62,Uncharacterized protein
NCAV_0441,NCAV_0441,A0A2K5APS4,Uncharacterized protein
NCAV_1161,NCAV_1161,A0A2K5ARQ5,GTP-binding protein
NCAV_0067,atpD,A0A2K5ANP9,V-type ATP synthase subunit D (V-ATPase subunit D)
NCAV_1648,NCAV_1648,A0A2K5AT52,SnRNP Sm-like protein (Modular protein)
NCAV_0332,NCAV_0332,A0A2K5APG0,Uncharacterized protein
NCAV_0960,speE,A0A2K5AR89,Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)
NCAV_1464,NCAV_1464,A0A2K5ASK4,Uncharacterized protein
NCAV_1312,NCAV_1312,A0A2K5AS46,Putative isocitrate lyase /carboxyphosphonoenolpyruvate phosphonomutase (EC 4.1.3.1)
NCAV_1319,NCAV_1319,A0A2K5AS74,Uncharacterized protein
NCAV_0022,NCAV_0022,A0A2K5ANL8,4-phosphopantoate--beta-alanine ligase (EC 6.3.2.36) (Phosphopantothenate synthetase) (PPS)
NCAV_1723,NCAV_1723,A0A2K5ATA9,DNA helicase (EC 3.6.4.12)
NCAV_1216,NCAV_1216,A0A2K5ARW2,Putative tRNA (Guanine(6)-N2)-methyltransferase (EC 2.1.1.256)
NCAV_0979,NCAV_0979,A0A2K5AR81,Uncharacterized protein
NCAV_0546,NCAV_0546,A0A2K5AQ59,Crp/Fnr family transcriptional regulator
NCAV_0214,NCAV_0214,A0A2K5AP45,Uncharacterized protein
NCAV_0006,pyrH,A0A2K5ANI3,Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)
NCAV_0540,rps11p,A0A2K5AQ07,30S ribosomal protein S11
NCAV_0412,NCAV_0412,A0A2K5APP7,Uncharacterized protein
NCAV_0826,rpl29p,A0A2K5AQX0,50S ribosomal protein L29
NCAV_0454,NCAV_0454,A0A2K5APQ8,Uncharacterized protein
NCAV_0437,ilvE,A0A2K5APQ7,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)
NCAV_0202,NCAV_0202,A0A2K5AP34,Uncharacterized protein
NCAV_0114,NCAV_0114,A0A2K5ANV1,Uncharacterized protein
NCAV_1327,NCAV_1327,A0A2K5AS77,SirA family protein
NCAV_1292,rpl15e,A0A2K5AS69,50S ribosomal protein L15e
NCAV_1480,purD,A0A2K5ASL8,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)
NCAV_0265,NCAV_0265,A0A2K5APA0,NADH-quinone oxidoreductase subunit B
NCAV_1337,NCAV_1337,A0A2K5AS85,Membrane platform protein
NCAV_0835,NCAV_0835,A0A2K5AQU0,Serine hydroxymethyltransferase
NCAV_1001,ureA,A0A2K5ARA5,Urease gamma subunit (EC 3.5.1.5)
NCAV_0843,purQ,A0A2K5AQU7,Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)
NCAV_1663,folE,A0A2K5AT57,GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)
NCAV_1785,NCAV_1785,A0A2K5ATG5,Uncharacterized protein
NCAV_0899,NCAV_0899,A0A2K5AR02,tRNA intron endonuclease
NCAV_1236,ilvI,A0A2K5ARY2,Acetolactate synthase (EC 2.2.1.6)
NCAV_1541,rpl10p,A0A2K5AST1,50S ribosomal protein L10 (Acidic ribosomal protein P0 homolog)
NCAV_0579,NCAV_0579,A0A2K5AQ55,Uncharacterized protein
NCAV_0287,mntC,A0A2K5APA9,"ABC uptake transporter, permease protein"
NCAV_0230,NCAV_0230,A0A2K5AP53,Putative Phosphoesterase PA-phosphatase related
NCAV_1749,cca,A0A2K5ATD5,CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)
NCAV_0446,NCAV_0446,A0A2K5APS0,Uncharacterized protein
NCAV_1378,trxA,A0A2K5ASG5,Thioredoxin
NCAV_0058,NCAV_0058,A0A2K5ANN7,Putative cysteine desulfurase
NCAV_1421,sdcS,A0A2K5ASH4,Sodium-dependent dicarboxylate transporter SdcS
NCAV_1324,NCAV_1324,A0A2K5AS61,ASCH domain-containing protein
NCAV_0384,NCAV_0384,A0A2K5APJ5,Modification methylase (EC 2.1.1.113)
NCAV_0070,NCAV_0070,A0A2K5ANQ4,V-type ATP synthase subunit I
NCAV_0914,NCAV_0914,A0A2K5AR11,Integrase family protein
